Area,Beds,Baths,Toilets,Price
Sangotedo,3,0,0,"30,000,000"
Sangotedo,5,0,0,"45,000,000"
Sangotedo,3,0,0,"25,000,000"
Sangotedo,4,0,0,"25,000,000"
Sangotedo,3,0,0,"34,900,000"
Sangotedo,3,0,0,"25,000,000"
Sangotedo,0,0,0,"17,000,000"
Sangotedo,3,0,0,"25,000,000"
Sangotedo,0,0,0,"25,000,000/year"
Sangotedo,0,0,0,"15,000,000/sqm"
Sangotedo,3,0,0,"13,000,000"
Sangotedo,5,0,0,"70,000,000"
Sangotedo,0,0,0,"40,000,000"
Sangotedo,0,0,0,"50,000,000"
Sangotedo,2,0,0,"14,000,000"
Sangotedo,3,3,4,"45,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,4,4,5,"90,000,000"
Sangotedo,3,3,4,"12,500,000"
Sangotedo,9,6,6,"70,000,000/sqm"
Sangotedo,0,0,0,"250,000,000"
Sangotedo,0,0,0,"80,000,000"
Sangotedo,9,6,6,"70,000,000/sqm"
Sangotedo,4,4,4,"295,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,5,5,6,"370,000,000"
Sangotedo,3,5,6,"27,500,000"
Sangotedo,3,4,4,"27,500,000"
Sangotedo,5,5,5,"22,000,000/day"
Sangotedo,8,5,5,"17,000,000"
Sangotedo,0,0,0,"7,000,000"
Sangotedo,2,4,4,"5,000,000"
Sangotedo,0,0,0,"20,000,000"
Sangotedo,0,0,0,"20,000,000"
Sangotedo,3,3,3,"20,000,000/sqm"
Sangotedo,3,2,2,"13,000,000"
Sangotedo,3,2,2,"16,000,000"
Sangotedo,0,0,0,"8,000,000"
Sangotedo,0,0,0,"6,000,000"
Sangotedo,3,3,3,"36,000,000"
Sangotedo,0,0,0,"40,000,000"
Sangotedo,8,6,6,"70,000,000/sqm"
Sangotedo,8,6,6,"70,000,000/sqm"
Sangotedo,8,7,7,"75,000/sqm"
Sangotedo,5,5,6,"45,000,000"
Sangotedo,3,3,4,"13,000,000/sqm"
Sangotedo,3,3,4,"155,000"
Sangotedo,2,1,1,"12,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,6,6,6,"10,000,000"
Sangotedo,8,0,0,"7,500,000"
Sangotedo,0,0,0,"10,500,000"
Sangotedo,0,0,0,"32,000,000/year"
Sangotedo,0,0,0,"35,000,000/sqm"
Sangotedo,3,0,0,"12,000,000"
Sangotedo,0,0,0,"65,000,000/year"
Sangotedo,5,0,0,"17,000,000/sqm"
Sangotedo,3,0,0,"12,000,000"
Sangotedo,0,0,0,"28,000,000/sqm"
Sangotedo,5,0,0,"75,000,000/sqm"
Sangotedo,3,3,4,"25,000,000/sqm"
Sangotedo,0,0,0,"12,500,000/sqm"
Sangotedo,5,5,5,"40,000,000"
Sangotedo,3,0,0,"32,000,000"
Sangotedo,3,0,0,"35,000,000"
Sangotedo,3,0,0,"13,000,000"
Sangotedo,0,0,0,"350,000,000/day"
Sangotedo,0,0,0,"375,000,000"
Sangotedo,0,0,0,"6,500,000"
Sangotedo,0,0,0,"70,000,000"
Sangotedo,3,4,4,"42,000,000"
Sangotedo,3,0,0,"15,000,000"
Sangotedo,0,0,0,"350,000"
Sangotedo,0,0,0,"8,000,000"
Sangotedo,0,0,0,"7,000,000/day"
Sangotedo,0,0,0,"40,000,000"
Sangotedo,5,0,0,"18,500,000"
Sangotedo,0,0,0,"120,000,000/month"
Sangotedo,4,0,0,"18,500,000"
Sangotedo,6,0,0,"80,000,000"
Sangotedo,3,0,0,"14,000,000"
Sangotedo,0,0,0,"3,000,000/month"
Sangotedo,4,0,0,"16,000,000"
Sangotedo,0,0,0,"22,000,000"
Sangotedo,3,0,0,"25,000,000"
Sangotedo,4,4,4,"28,000,000"
Sangotedo,4,4,4,"30,000,000"
Sangotedo,2,0,0,"22,000,000"
Sangotedo,0,0,0,"375,000,000"
Sangotedo,0,0,0,"47,000,000"
Sangotedo,3,3,3,"8,000,000"
Sangotedo,3,0,0,"10,000,000"
Sangotedo,0,0,0,"9,000,000"
Sangotedo,0,0,0,"40,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,4,0,0,"35,000,000"
Sangotedo,0,0,0,"27,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,6,0,0,"40,000,000"
Sangotedo,0,0,0,"3,000,000/sqm"
Sangotedo,5,5,7,"37,000,000/sqm"
Sangotedo,6,4,2,"26,000,000"
Sangotedo,4,3,4,"31,000,000"
Sangotedo,8,0,0,"7,500,000"
Sangotedo,3,3,0,"11,000,000"
Sangotedo,3,0,0,"20,000,000"
Sangotedo,0,0,0,"35,000,000"
Sangotedo,3,0,0,"6,500,000"
Sangotedo,8,0,0,"55,000,000"
Sangotedo,0,0,0,"300,000,000"
Sangotedo,0,0,0,"8,000,000"
Sangotedo,4,0,0,"30,000,000"
Sangotedo,2,0,0,"25,000,000"
Sangotedo,1,0,0,"9,000,000"
Sangotedo,3,3,0,"12,000,000"
Sangotedo,4,5,0,"15,000,000"
Sangotedo,1,0,0,"60,000,000"
Sangotedo,0,0,0,"1,500,000"
Sangotedo,0,4,0,"30,000,000"
Sangotedo,4,0,0,"30,000,000"
Sangotedo,3,0,0,"10,000,000"
Sangotedo,6,0,0,"40,000,000"
Sangotedo,3,0,0,"25,000,000"
Sangotedo,3,0,0,"7,000,000"
Sangotedo,0,0,0,"125,000,000"
Sangotedo,0,0,0,"130,000,000"
Sangotedo,0,0,0,"900,000"
Sangotedo,0,0,0,"800,000"
Sangotedo,0,0,0,"7,000,000"
Sangotedo,1,1,1,"10,000,000"
Sangotedo,3,4,5,"38,000,000"
Sangotedo,0,1,1,"12,500,000"
Sangotedo,3,3,2,"19,000,000"
Sangotedo,0,0,0,"80,000/day"
Sangotedo,0,0,0,"300,000,000"
Sangotedo,0,0,0,"7,100,000,000"
Sangotedo,0,0,0,"90,000,000"
Sangotedo,0,0,0,"6,500,000"
Sangotedo,0,0,0,"67,000,000/sqm"
Sangotedo,8,2,2,"15,000,000"
Sangotedo,3,3,4,"35,000,000/day"
Sangotedo,4,3,4,"900,000/month"
Sangotedo,0,0,0,"80,000,000"
Sangotedo,0,0,0,"150,000,000"
Sangotedo,4,3,4,"25,000,000"
Sangotedo,0,0,0,"50,000,000"
Sangotedo,0,0,0,"300,000,000"
Sangotedo,0,0,0,"190,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,4,6,6,"85,000,000"
Sangotedo,0,0,0,"10,000,000"
Sangotedo,0,0,0,"5,500,000"
Sangotedo,0,0,0,"28,000,000"
Sangotedo,0,0,0,"5,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"10,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,0,0,0,"20,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,4,4,4,"110,000,000"
Sangotedo,0,0,0,"120,000,000"
Sangotedo,0,0,0,"300,000,000"
Sangotedo,4,4,4,"18,000,000"
Sangotedo,9,0,1,"6,000,000"
Sangotedo,5,6,6,"40,000,000"
Sangotedo,3,3,3,"15,000,000"
Sangotedo,4,4,4,"10,000,000"
Sangotedo,0,0,0,"90,000,099"
Sangotedo,0,0,0,"1,000,000"
Sangotedo,0,0,0,"16,000,000"
Sangotedo,7,7,7,"50,000,000"
Sangotedo,7,7,8,"3,500,000"
Sangotedo,4,5,5,"70,000,000"
Sangotedo,4,5,5,"70,000,000/month"
Sangotedo,7,7,7,"20,000,000/sqm"
Sangotedo,3,4,4,"65,000,000"
Sangotedo,5,6,6,"45,000,000"
Sangotedo,3,3,4,"75,000,000"
Sangotedo,0,0,0,"45,000,000/sqm"
Sangotedo,4,5,5,"53,000,000"
Sangotedo,3,3,3,"40,000,000"
Sangotedo,5,5,4,"105,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,4,4,4,"30,000,000"
Sangotedo,6,6,6,"55,000,000"
Sangotedo,7,7,7,"25,000,000"
Sangotedo,7,0,0,"40,000,000"
Sangotedo,5,6,6,"35,000,000/sqm"
Sangotedo,0,0,0,"270,000,000"
Sangotedo,0,0,0,"130,000,000"
Sangotedo,1,1,1,"120,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,0,0,0,"2,600,000,000"
Sangotedo,0,0,0,"6,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,0,0,0,"80,000,000"
Sangotedo,4,5,5,"50,000,000"
Sangotedo,7,7,8,"50,000,000"
Sangotedo,4,4,4,"38,000,000"
Sangotedo,0,0,0,"200,000,000"
Sangotedo,7,7,7,"50,000,000"
Sangotedo,4,4,4,"45,000,000"
Sangotedo,3,3,3,"15,000,000"
Sangotedo,3,3,3,"15,000,000"
Sangotedo,0,0,0,"250,000,000"
Sangotedo,3,3,3,"42,000,000"
Sangotedo,0,0,0,"17,000,000"
Sangotedo,0,0,0,"10,000,000"
Sangotedo,3,2,3,"5,700,000"
Sangotedo,3,2,3,"9,200,000"
Sangotedo,3,3,4,"4,200,000"
Sangotedo,3,3,4,"6,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,5,5,6,"1,600,000,000"
Sangotedo,2,2,0,"40,000,000"
Sangotedo,3,3,4,"36,000,000"
Sangotedo,3,2,3,"5,000,000"
Sangotedo,6,6,6,"35,000,000"
Sangotedo,3,2,3,"17,000,000"
Sangotedo,4,5,5,"200,000,000"
Sangotedo,4,2,3,"12,000,000"
Sangotedo,1,1,1,"45,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,0,0,0,"180,000,000/sqm"
Sangotedo,3,4,4,"17,000,000"
Sangotedo,5,6,6,"50,000,000"
Sangotedo,0,0,0,"75,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,0,0,0,"22,000,000"
Sangotedo,0,0,0,"22,000,000"
Sangotedo,3,3,4,"16,000,000"
Sangotedo,6,6,6,"85,000,000"
Sangotedo,4,5,5,"30,000,000"
Sangotedo,0,0,0,"220,000,000"
Sangotedo,7,7,8,"3,500,000"
Sangotedo,0,0,0,"130,000,000"
Sangotedo,1,0,0,"30,000,000"
Sangotedo,0,0,0,"17,000,000"
Sangotedo,0,0,0,"40,000,000"
Sangotedo,0,0,0,"11,000,000"
Sangotedo,3,0,0,"22,000,000"
Sangotedo,0,0,0,"110,000,000"
Sangotedo,0,0,0,"6,800,000"
Sangotedo,2,2,3,"6,800,000"
Sangotedo,0,0,0,"3,000,000"
Sangotedo,4,4,4,"8,000,000"
Sangotedo,0,0,0,"20,000,000"
Sangotedo,2,0,0,"425,000"
Sangotedo,0,0,0,"55,000,000"
Sangotedo,3,0,0,"13,000,000"
Sangotedo,0,0,0,"18,000,000"
Sangotedo,0,0,0,"170,000,000"
Sangotedo,0,0,0,"50,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,1,1,1,"110,000,000"
Sangotedo,6,6,7,"700,000,000"
Sangotedo,0,0,0,"120,000,000"
Sangotedo,0,0,0,"110,000,000"
Sangotedo,9,9,9,"8,500,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,9,9,9,"65,000,000/year"
Sangotedo,0,0,0,"5,103,000"
Sangotedo,1,1,1,"20,000,000"
Sangotedo,3,3,3,"18,000,000"
Sangotedo,0,0,0,"2,800,000"
Sangotedo,0,0,0,"10,500,000"
Sangotedo,3,5,4,"30,000,000"
Sangotedo,6,7,6,"52,000,000"
Sangotedo,2,0,0,"3,000,000"
Sangotedo,3,0,0,"50,000,000"
Sangotedo,5,0,0,"15,000,000"
Sangotedo,2,0,0,"6,500,000"
Sangotedo,1,1,1,"35,000,000"
Sangotedo,3,0,0,"2,500,000"
Sangotedo,5,5,6,"1,000,000,000/year"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,3,0,0,"4,500,000"
Sangotedo,3,0,0,"12,000,000"
Sangotedo,3,0,0,"7,000,000"
Sangotedo,0,0,0,"35,000,000"
Sangotedo,0,0,0,"35,000,000"
Sangotedo,0,0,0,"12,000,000"
Sangotedo,0,0,0,"4,000,000"
Sangotedo,3,0,0,"15,000,000"
Sangotedo,4,0,0,"25,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,5,0,0,"40,000,000"
Sangotedo,4,4,4,"65,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,6,6,6,"20,000,000"
Sangotedo,0,0,0,"2,000,000"
Sangotedo,1,1,1,"75,000,000"
Sangotedo,0,0,0,"5,300,000"
Sangotedo,0,0,0,"5,000,000"
Sangotedo,6,6,6,"55,000,000"
Sangotedo,2,2,3,"112,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,0,0,0,"150,000,000"
Sangotedo,0,0,0,"500,000"
Sangotedo,0,0,0,"40,000,000"
Sangotedo,4,4,4,"70,000,000"
Sangotedo,3,3,3,"4,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,0,0,0,"40,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,0,0,0,"10,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,0,0,0,"11,000,000"
Sangotedo,0,0,0,"250,000,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,0,0,0,"20,000,000"
Sangotedo,0,0,0,"150,000,000"
Sangotedo,6,6,7,"2,200,000,000"
Sangotedo,3,3,3,"18,000,000"
Sangotedo,3,3,3,"18,000,000"
Sangotedo,5,0,6,"5,000"
Sangotedo,0,0,0,"12,000,000"
Sangotedo,4,3,3,"53,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"20,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"68,000,000"
Sangotedo,3,3,4,"1,500,000"
Sangotedo,0,0,0,"9,000,000"
Sangotedo,8,8,8,"18,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,3,0,0,"14,000,000"
Sangotedo,0,0,0,"13,000,000"
Sangotedo,3,0,0,"15,000,000"
Sangotedo,3,0,0,"15,000,000"
Sangotedo,0,0,0,"375,000,000"
Sangotedo,3,3,3,"9,500,000"
Sangotedo,3,0,0,"7,000,000"
Sangotedo,0,0,0,"6,000,000"
Sangotedo,5,5,5,"45,000,000"
Sangotedo,0,0,0,"1,500,000"
Sangotedo,3,3,3,"30,000,000"
Sangotedo,6,6,5,"19,000,000"
Sangotedo,1,1,1,"30,000,000"
Sangotedo,6,6,5,"14,000,000"
Sangotedo,2,1,2,"3,000,000"
Sangotedo,5,5,5,"35,000,000"
Sangotedo,5,5,5,"60,000,000"
Sangotedo,7,7,7,"45,000,000"
Sangotedo,2,2,2,"5,000,000"
Sangotedo,0,0,0,"7,500,000"
Sangotedo,0,0,0,"350,000,000"
Sangotedo,3,3,2,"23,000,000"
Sangotedo,2,2,2,"30,000,000"
Sangotedo,3,3,3,"35,000,000"
Sangotedo,3,3,3,"20,000,000"
Sangotedo,0,0,0,"5,500,000"
Sangotedo,3,3,3,"13,500,000"
Sangotedo,6,6,6,"35,000,000"
Sangotedo,3,3,3,"18,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,3,3,3,"25,000,000"
Sangotedo,3,3,3,"5,000,000"
Sangotedo,3,3,3,"13,500,000"
Sangotedo,4,4,4,"50,000,000"
Sangotedo,4,4,5,"80,000,000"
Sangotedo,3,4,4,"25,000,000"
Sangotedo,2,4,4,"25,000,000"
Sangotedo,7,1,1,"40,000,000"
Sangotedo,0,0,0,"10,000,000"
Sangotedo,3,0,0,"15,000,000"
Sangotedo,0,0,0,"6,000,000"
Sangotedo,0,0,0,"4,000,000"
Sangotedo,2,0,0,"35,000,000"
Sangotedo,2,2,3,"6,000,000"
Sangotedo,0,0,0,"8,000,000"
Sangotedo,6,4,4,"130,000,000"
Sangotedo,5,5,6,"1,000,000,000/year"
Sangotedo,2,2,2,"6,000,000"
Sangotedo,3,3,3,"12,000,000"
Sangotedo,1,1,1,"45,000,000"
Sangotedo,3,3,4,"14,000,000"
Sangotedo,0,0,0,"13,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"65,000,000"
Sangotedo,0,0,7,"18,000,000"
Sangotedo,7,7,8,"30,000,000"
Sangotedo,5,6,6,"45,000,000"
Sangotedo,2,3,3,"7,000,000"
Sangotedo,1,1,1,"18,000,000"
Sangotedo,0,0,0,"8,000,000"
Sangotedo,3,2,2,"4,000,000"
Sangotedo,0,0,0,"120,000,000"
Sangotedo,0,0,0,"120,000,000"
Sangotedo,0,0,0,"6,000,000"
Sangotedo,1,0,0,"20,000,000"
Sangotedo,0,0,0,"9,000,000,000"
Sangotedo,3,3,4,"220,000,000"
Sangotedo,3,3,5,"1,450,000"
Sangotedo,0,0,0,"9,000,000"
Sangotedo,0,0,0,"3,000,005"
Sangotedo,4,5,5,"40,000,000"
Sangotedo,0,0,0,"150,000,000"
Sangotedo,5,5,6,"47,000,000"
Sangotedo,4,0,0,"16,000,000"
Sangotedo,0,0,0,"12,000,000"
Sangotedo,0,0,0,"850,000"
Sangotedo,3,2,2,"11,000,000"
Sangotedo,6,6,7,"35,000,000"
Sangotedo,0,0,0,"3,500,000"
Sangotedo,0,0,0,"1,500,000"
Sangotedo,0,0,0,"3,000,000"
Sangotedo,0,0,0,"3,000,000"
Sangotedo,5,5,5,"350,000,000"
Sangotedo,0,0,0,"1,800,000"
Sangotedo,4,3,3,"40,000,000"
Sangotedo,3,3,3,"15,000,000"
Sangotedo,5,5,5,"75,000,000"
Sangotedo,0,0,0,"200,000,000"
Sangotedo,4,4,5,"18,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,0,0,0,"8,000,000"
Sangotedo,0,0,0,"23,000,000"
Sangotedo,0,0,0,"12,000,000"
Sangotedo,2,3,3,"250,000"
Sangotedo,2,2,2,"351,912"
Sangotedo,4,4,4,"38,000,000"
Sangotedo,1,7,7,"60,000,000"
Sangotedo,0,0,0,"5,000,000"
Sangotedo,0,0,0,"20,000,000"
Sangotedo,3,4,4,"30,000,000"
Sangotedo,0,0,0,"185,000,000"
Sangotedo,3,3,3,"25,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,0,0,0,"800,000"
Sangotedo,0,0,0,"33,000,000"
Sangotedo,0,0,0,"850,000"
Sangotedo,2,2,2,"7,000,000"
Sangotedo,4,4,4,"60,000,000"
Sangotedo,0,2,2,"35,000,000"
Sangotedo,4,5,5,"55,000,000"
Sangotedo,5,6,6,"60,000,000"
Sangotedo,0,0,0,"3,500,000"
Sangotedo,0,0,0,"2,000,000"
Sangotedo,3,4,4,"25,000,000"
Sangotedo,2,3,3,"6,500,000"
Sangotedo,5,6,6,"50,000,000"
Sangotedo,3,3,3,"16,000,000"
Sangotedo,1,0,0,"9,000,000"
Sangotedo,0,0,0,"3,750,000"
Sangotedo,0,0,0,"1,600,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,0,0,0,"2,000,000"
Sangotedo,1,1,1,"20,000,000"
Sangotedo,0,0,0,"12,000,000"
Sangotedo,2,2,0,"15,000,000"
Sangotedo,5,6,6,"30,000,000"
Sangotedo,0,0,0,"3,000,000"
Sangotedo,3,3,3,"35,000,000"
Sangotedo,7,6,6,"30,000,000"
Sangotedo,4,4,5,"160,000,000"
Sangotedo,5,5,5,"65,000,000"
Sangotedo,0,1,0,"6,240,000"
Sangotedo,4,6,6,"68,000,000"
Sangotedo,3,3,3,"25,000,000"
Sangotedo,3,2,2,"40,000,000"
Sangotedo,0,0,0,"7,500,000"
Sangotedo,0,0,0,"7,500,000"
Sangotedo,0,0,0,"200,000,000"
Sangotedo,4,4,4,"5,500,000"
Sangotedo,0,0,0,"1,500,000"
Sangotedo,0,0,0,"100,000,000"
Sangotedo,0,0,0,"35,000,000"
Sangotedo,0,0,0,"350,000"
Sangotedo,4,4,4,"4,500,000"
Sangotedo,5,5,5,"50,000,000"
Sangotedo,0,0,0,"600,000"
Sangotedo,4,5,5,"45,000,000"
Sangotedo,5,5,5,"8,500,000"
Sangotedo,5,5,5,"70,000,000"
Sangotedo,1,0,1,"70,000,000"
Sangotedo,1,0,0,"30,000"
Sangotedo,3,3,4,"40,000,000"
Sangotedo,0,0,0,"150,000,000"
Sangotedo,0,0,0,"7,000,000"
Sangotedo,3,3,4,"45,000,000"
Sangotedo,3,0,0,"20,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,1,0,0,"15,000,000"
Sangotedo,8,0,0,"300,000,000"
Sangotedo,8,0,0,"300,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,6,0,0,"40,000,000"
Sangotedo,3,2,2,"42,500,000"
Sangotedo,3,0,0,"13,000,000"
Sangotedo,0,0,0,"3,000,000"
Sangotedo,3,0,0,"17,000,000"
Sangotedo,6,0,0,"38,000,000"
Sangotedo,3,4,4,"50,000,000"
Sangotedo,0,0,0,"7,000,000"
Sangotedo,0,0,0,"7,000,000"
Sangotedo,0,0,0,"600,000"
Sangotedo,4,4,5,"160,000,000"
Sangotedo,0,0,0,"16,000,000"
Sangotedo,3,3,3,"15,000,000"
Sangotedo,0,0,0,"85,000,000"
Sangotedo,3,4,4,"16,000,000"
Sangotedo,3,0,0,"35,000,000"
Sangotedo,1,0,0,"90,000,000"
Sangotedo,3,0,0,"35,000,000"
Sangotedo,0,0,0,"12,000,000"
Sangotedo,0,0,0,"3,500,000"
Sangotedo,3,3,3,"27,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,4,4,4,"22,000,000"
Sangotedo,0,0,0,"22,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,0,0,0,"110,000,000"
Sangotedo,1,0,0,"85,000,000"
Sangotedo,0,0,0,"12,000,000"
Sangotedo,2,0,0,"40,000,000"
Sangotedo,0,0,0,"23,000,000"
Sangotedo,0,0,0,"2,500,000"
Sangotedo,5,6,6,"1,550,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,0,0,0,"5,000,000"
Sangotedo,0,0,0,"60,000,000"
Sangotedo,0,0,0,"300,000,000"
Sangotedo,0,0,0,"450,000,000"
Sangotedo,1,1,1,"90,000,000"
Sangotedo,3,0,0,"25,000,000"
Sangotedo,3,2,3,"20,000,000"
Sangotedo,3,2,2,"150,000,000"
Sangotedo,0,0,0,"48,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,1,1,1,"20,000,000"
Sangotedo,1,1,1,"28,000,000"
Sangotedo,0,0,0,"16,000,000"
Sangotedo,4,4,5,"15,000,000"
Sangotedo,1,1,1,"70,000,000"
Sangotedo,5,5,6,"45,000,000"
Sangotedo,5,5,6,"55,000,000"
Sangotedo,0,0,0,"6,000,000"
Sangotedo,2,3,3,"6,000,000"
Sangotedo,4,4,5,"160,000,000"
Sangotedo,6,6,9,"26,000,000"
Sangotedo,0,0,0,"27,000,000"
Sangotedo,2,2,3,"7,000,000"
Sangotedo,0,0,0,"4,000,000"
Sangotedo,3,3,4,"9,000,000"
Sangotedo,0,0,0,"4,500,000"
Sangotedo,0,0,0,"5,000,000"
Sangotedo,4,5,5,"12,000,000"
Sangotedo,0,0,0,"7,500,000,000"
Sangotedo,4,5,5,"12,000,000"
Sangotedo,5,6,6,"12,000,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,7,4,5,"70,000,000"
Sangotedo,3,3,3,"20,000,000"
Sangotedo,5,4,4,"60,000,000"
Sangotedo,0,0,0,"120,000,000"
Sangotedo,4,0,0,"5,000,000"
Sangotedo,1,1,1,"80,000,000"
Sangotedo,1,1,1,"25,000,000"
Sangotedo,4,4,5,"45,000,000"
Sangotedo,3,3,5,"1,450,000"
Sangotedo,0,0,0,"15,000,000"
Sangotedo,0,0,0,"25,000,000"
Sangotedo,0,0,0,"90,000,000"
Sangotedo,4,4,5,"60,000,000"
Sangotedo,0,0,0,"9,000,000,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,1,1,1,"70,000,000"
Sangotedo,2,2,2,"35,000,000"
Sangotedo,3,4,4,"30,000,000"
Sangotedo,0,0,0,"3,000,000"
Sangotedo,2,2,2,"15,000,000"
Sangotedo,4,4,4,"30,000,000"
Sangotedo,3,3,4,"25,000,000"
Sangotedo,2,2,3,"15,000,000"
Sangotedo,3,3,3,"30,000,000"
Sangotedo,4,4,4,"40,000,000"
Sangotedo,0,0,0,"13,000,000"
Sangotedo,3,3,3,"42,000,000"
Sangotedo,0,0,0,"130,000,000"
Sangotedo,0,0,0,"4,500,000"
Sangotedo,0,0,1,"16,000,000"
Sangotedo,3,4,4,"12,000,000"
Sangotedo,3,3,3,"10,000,000"
Sangotedo,7,4,4,"30,000,000"
Sangotedo,2,2,2,"5,500,000"
Sangotedo,5,6,6,"45,000,000"
Sangotedo,0,0,0,"7,500,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,3,4,3,"20,000,000"
Sangotedo,0,0,6,"75,000,000"
Sangotedo,0,0,0,"3,500,000"
Sangotedo,3,0,0,"12,000,000"
Sangotedo,0,0,0,"14,000,000"
Sangotedo,3,3,4,"16,000,000"
Sangotedo,0,0,0,"50,000,001"
Sangotedo,3,3,3,"4,500,000"
Sangotedo,3,3,3,"28,000,000"
Sangotedo,2,2,2,"4,500,000"
Sangotedo,3,3,3,"30,000,000"
Sangotedo,6,6,6,"30,000,000"
Sangotedo,4,5,5,"45,000,000"
Sangotedo,3,3,4,"155,000"
Sangotedo,0,0,0,"30,000,000"
Sangotedo,0,0,0,"27,000,000"
Sangotedo,0,0,0,"12,000,000"
Sangotedo,3,3,4,"30,000,000"
Sangotedo,3,4,4,"22,000,000"
Sangotedo,3,3,4,"23,000,000"
Sangotedo,2,3,0,"20,000,000"
Sangotedo,0,0,0,"8,000,000"
Sangotedo,0,0,0,"80,000,000"
Sangotedo,2,2,2,"12,000,000"
Sangotedo,0,0,0,"21,000,000"
Sangotedo,0,0,0,"200,000,000"
Sangotedo,5,5,5,"90,000,000"
Sangotedo,4,3,3,"10,000,000"
Sangotedo,3,3,3,"5,500,000"
Sangotedo,3,3,3,"4,500,000"
Sangotedo,3,4,4,"4,000,000"
Sangotedo,1,1,1,"60,000,000"
Sangotedo,0,0,3,"17,000,000"
Sangotedo,3,4,4,"18,000,000"
Sangotedo,0,0,0,"2,600,000,000"
Sangotedo,0,0,0,"5,500,000"
Sangotedo,4,4,4,"10,500,000"
Sangotedo,0,0,0,"27,000,000"
Sangotedo,3,3,3,"6,000,000"
Sangotedo,0,0,0,"28,000,000"
Sangotedo,0,0,0,"4,300,000"
Sangotedo,4,4,4,"20,000,000"
Sangotedo,0,0,0,"3,500,000"
Sangotedo,0,0,0,"65,000,000"
Sangotedo,1,0,0,"65,000,000"
Sangotedo,0,0,0,"650,000,000"
Sangotedo,2,2,2,"13,000,000"
Sangotedo,0,0,0,"75,000,000"
Sangotedo,3,4,4,"7,000,000"
Sangotedo,3,3,3,"40,000,000"
Sangotedo,0,0,0,"45,000,000"
Sangotedo,4,4,4,"25,000,000"
Sangotedo,2,0,0,"7,500,000"
Sangotedo,2,2,3,"15,000,000"
Sangotedo,2,0,0,"6,000,000"
Sangotedo,3,3,4,"13,100,000"
Sangotedo,1,1,1,"100,000,000"
Sangotedo,0,0,0,"9,000,000"
Sangotedo,3,3,3,"15,000,000"
Sangotedo,3,3,3,"46,000,000"
Sangotedo,0,0,0,"85,000,000"
